,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
510,Prescott Elementary,1,1,0,0,1
511,Pullman,1,1,0,0,1
512,QUEEN OF ANGELS SCHOOL,1,1,0,0,1
513,QUERREPARIO MEXICAN KITCHEN INC.,1,1,0,0,1
514,QUESADILLA LA REINA DEL SUR INC.,1,0,1,1,0
515,R HAAN THAI,1,0,1,0,1
516,RAJUN CAJUN,1,0,1,0,1
517,RAYMOND'S HAMBURGERS & TACOS,1,0,1,1,0
518,RAYMONDS TACOS,1,0,1,0,1
519,RAZPACHOS,1,0,1,1,0
520,RED ROOSTER,1,0,1,0,1
521,REDLINE CAFE AND STIX 'N BRIX,1,0,1,1,0
522,REGGIE'S BAR & GRILL,2,1,1,1,1
523,REILLY'S DAUGHTER IRISH PUB,1,0,1,0,1
524,RESTAURANTE Y TAQUERIA GUERRERO,1,0,1,1,0
525,REY B GONZALEZ CHILDREN & FAMILY CENTER,1,0,1,0,1
526,RICCARDO OSTERIA,1,0,1,1,0
527,"RIQOS PLACE, INC.",1,0,1,0,1
528,RITUAL COFFEEHOUSE,2,1,1,1,1
529,ROCK WRAP & ROLL,2,0,2,1,1
530,ROLLAPALOOZA,1,0,1,1,0
531,ROMA'S RESTAURANT,1,0,1,1,0
532,ROME'S JOY CATERING INC.,1,0,1,1,0
533,RON OF JAPAN INC,1,1,0,0,1
534,ROOST CHICKEN & BISCUITS,1,0,1,1,0
535,ROOTSTOCK WINE & BEER BAR,1,0,1,1,0
536,ROSATI'S PIZZA,1,0,1,1,0
537,ROSATI'S PIZZA LOOP,1,1,0,1,0
538,ROSCOE'S TAVERN LTD,1,0,1,1,0
539,ROSE MARY,2,1,1,2,0
540,ROTI MODERN MEDITERRANEAN,1,1,0,0,1
541,ROYAL BBQ & JERK INC,1,0,1,0,1
542,ROYAL SONESTA CHICAGO AND HOYT'S AMERICAN TAVERN,1,1,0,0,1
543,RPM STEAK,1,1,0,0,1
544,Rainbow Cone,1,0,1,1,0
545,Ravenswood,1,1,0,0,1
546,Rizzo's Bar & Inn,1,0,1,0,1
547,S & T PROVISION CO.,1,1,0,0,1
548,S2 CITY GRILL AND BAR,1,0,1,1,0
549,SALONICA RESTAURANT,1,1,0,0,1
550,SANCHEZ TACOS,1,0,1,0,1
551,SANDERS BBQ,1,0,1,1,0
552,SBARRO,1,1,0,1,0
553,"SBY RG2-1101, LLC",1,0,1,1,0
554,SCHMID,1,0,1,1,0
555,SCHWA,1,0,1,1,0
556,SERENA'S,1,0,1,1,0
557,SERENDIPITY CHILDCARE,1,0,1,0,1
558,SHARKS SEAFOOD,1,0,1,0,1
559,SHIBAM RESTAURANT CATERING,1,0,1,1,0
560,SIGNATURE ROOM AT THE 95TH,1,0,1,1,0
561,SKY CHOP SUEY INC,2,0,2,2,0
562,"SMART MINDS ACADEMY, INC.",1,1,0,0,1
563,SMOKE FILLED ROOM,1,0,1,1,0
564,SMOKE'S ISLAND KITCHEN,1,1,0,0,1
565,SOUTH CHICAGO SENIOR SATELLITE SITE,1,1,0,0,1
566,SOUTHVIEW MANOR,3,1,2,2,1
567,SPLYT N HALF KITCHEN,1,0,1,1,0
568,"SSP AMERICA, INC",2,1,1,1,1
569,ST. BESS JERK,1,0,1,1,0
570,STAN'S DONUTS,1,1,0,0,1
571,STAYPINAPPLE CHICAGO,1,1,0,0,1
572,STEAK & EGGER,1,0,1,0,1
573,STRINGS,1,1,0,1,0
574,"SU NUEVA CASA DEL GALLO BRAVO, INC.",1,0,1,1,0
575,SUB STATION FOOD MART,1,0,1,1,0
576,SUBWAY,9,2,7,4,5
577,SUBWAY # 6010,2,0,2,1,1
578,SUBWAY #44541,1,1,0,0,1
579,SUBWAY 21649,1,0,1,0,1
580,SUBWAY 6010,2,0,2,2,0
581,SUBWAY SANDWICH SHOP,1,0,1,0,1
582,SUGAR FACTORY,1,0,1,1,0
583,SUN WING SUPERMARKET,1,0,1,0,1
584,SUPER LEON,1,1,0,0,1
585,SUPER MERCADO EL GUERRO,1,0,1,1,0
586,SUPER SAVE,1,0,1,1,0
587,SUPERMERCADO EL GUERO NO. 8,1,1,0,0,1
588,SUSHI MURA CHICAGO,2,1,1,1,1
589,SUSHI O SUSHI,1,0,1,1,0
590,SUSHI-SAN,4,2,2,4,0
591,SWANSON'S BEVERLY RITZ,1,0,1,0,1
592,SWEET DRIP,1,0,1,0,1
593,"SWEET DRIP, INC.",1,0,1,1,0
594,SWEET MANDY B'S,1,0,1,0,1
595,SWISSOTEL - CONCOURSE LEVEL,1,0,1,0,1
596,SWISSOTEL CHICAGO - HOTEL,1,1,0,0,1
597,SYMPHONY OF MORGAN PARK,1,0,1,1,0
598,Soul & Smoke,1,0,1,0,1
599,St. MARY STAR OF THE SEA SCHOOL,1,1,0,0,1
600,"Supermercado  Castillos, Inc",1,0,1,1,0
601,TACO BELL,1,1,0,0,1
602,TACO BELL CANTINA,2,0,2,1,1
603,TACO BURRITO HOUSE BROADWAY CORP,1,1,0,0,1
604,TACO FIESTA GRILL,1,0,1,0,1
605,TACO PROS,1,0,1,1,0
606,TACOS 606,1,0,1,1,0
607,TACOS Y TAMALES EL POLLO.,1,0,1,1,0
608,TAQUERIA  OMETEPEC GUERRERO INC.,1,1,0,1,0
609,TAQUERIA EL REY DEL TACO FASHION 1676 INC,2,1,1,1,1
610,TAQUERIA EL SAUZ,1,0,1,1,0
611,TAQUERIA EL TAQUIN,1,1,0,0,1
612,TAQUERIA JAMAY,1,1,0,1,0
613,"TAQUERIA LA HACIENDA, INC.",1,0,1,0,1
614,TAQUERIA PRIMO CHUKIS UPTOWN,1,1,0,0,1
615,"TAQUERIA VALLARTA #1, INC",1,1,0,0,1
616,TAQUERIA Y CARNITAS DON VALDEZ,1,1,0,0,1
617,TAXIM,2,1,1,1,1
618,TAYLOR'S TACOS,1,1,0,0,1
619,TE'AMO VVIN LLC,1,0,1,1,0
620,TEENY TINY UNIVERSITY,1,0,1,0,1
621,TEL AVIV RESTAURANT INC,2,1,1,1,1
622,THE ALLEGRO ROYAL SONESTA HOTEL,1,0,1,0,1
623,"THE AUSTIN OASIS, LLC",1,0,1,1,0
624,THE BANDIT,1,0,1,1,0
625,THE BUDLONG SOUTHERN CHICKEN,1,0,1,1,0
626,THE CHICAGO DINER INC,2,1,1,1,1
627,THE CORNED BEEF FACTORY SANDWICH SHOP,1,0,1,0,1
628,THE DEARBORN,1,0,1,0,1
629,THE EMILY HOTEL,1,1,0,0,1
630,THE EMPANADA BIKE,1,0,1,1,0
631,THE FAT SHALLOT,2,0,2,1,1
632,THE FIELD SCHOOL,1,0,1,1,0
633,THE FOODIE'S SPOT,1,0,1,0,1
634,THE GRAYSTONE TAVERN,1,1,0,0,1
635,THE GREAT STEAK & POTATO CO.,1,0,1,0,1
636,THE HALAL GUYS,1,1,0,0,1
637,THE HAPPY LOBSTER,2,2,0,0,2
638,THE LEARNING CIRCLE,1,1,0,0,1
639,THE LITTLE SCHOLARS CLUB,1,1,0,0,1
640,THE NEW LOOK,1,1,0,0,1
641,THE NEW VALOIS REST INC,1,1,0,0,1
642,THE NILE RESTAURANT,1,1,0,0,1
643,THE NOOK,2,0,2,1,1
644,THE NOOK DAYCARE LEAVITT LLC,1,1,0,1,0
645,THE ODYSSEY 11 LOUNGE,1,1,0,0,1
646,THE ORIGINAL PANCAKE HOUSE,1,0,1,0,1
647,THE PERCH KITCHEN & TAP,2,0,2,2,0
648,THE PUBLICAN,1,1,0,0,1
649,THE QUEEN MARY,2,1,1,1,1
650,THE REVIVAL,1,0,1,1,0
651,THE ROOST,1,0,1,1,0
652,THE SKY - LINE CLUB,1,0,1,1,0
653,THE SOUL FOOD LOUNGE 2,1,0,1,1,0
654,THE WAREHOUSE BAR  & PIZZERIA,1,0,1,1,0
655,THEODORE ROOSEVELT HIGH SCHOOL,3,1,2,2,1
656,THOMAS HOYNE ELEMENTARY,1,1,0,0,1
657,THORP ELEM/LEARN CHARTER,1,0,1,1,0
658,THREE HAPPINESS RESTAURANT,3,0,3,2,1
659,"TIBA RESTAURANT, INC.",1,1,0,0,1
660,TIERRA ENCANTADA INC,1,1,0,0,1
661,TINKERBELL ACADEMY 1,1,1,0,0,1
662,TO BE SERVED,1,1,0,1,0
663,TOMMY FOOD SERVICE,1,1,0,0,1
664,"TOMOKOHI, LLC",1,0,1,1,0
665,TOOJA FOOD MART,2,0,2,1,1
666,TOP SHELF SMOKE SHOP 2,1,1,0,1,0
667,TRADER JOE'S EAST,1,0,1,0,1
668,TREE HOUSE CHICAGO,1,0,1,1,0
669,TRIANO'S PIZZA,1,0,1,1,0
670,TROPIC ISLAND JERK CHICKEN,2,1,1,1,1
671,TUMANS,2,1,1,1,1
672,TWEETY DEES DAYCARE CENTER,1,1,0,0,1
673,Takito Kitchen,1,0,1,1,0
674,Talman,1,0,1,1,0
675,UMAGA BAKEHOUSE & CAFE,1,0,1,1,0
676,UNIVERSAL FRUIT MARKET,1,0,1,1,0
677,UNTITLED 111,1,0,1,1,0
678,VALHALLA,4,2,2,2,2
679,VIAGGIO,1,1,0,1,0
680,VICTORY CENTRE OF SOUTH CHICAGO SLF,1,0,1,1,0
681,VIET NAM RESTAURANT,1,1,0,0,1
682,VILLA ROSA ON ARCHER,1,0,1,1,0
683,"VILLAGE HOUSE,LLC",1,0,1,1,0
684,VILLAGE MEAT & FOOD,1,0,1,1,0
685,VISHNA NIYA LIQUOR,4,2,2,2,2
686,Vanderpoel Magnet,1,1,0,0,1
687,WABASH SEAFOOD MARKET,1,0,1,1,0
688,WALDO COONEY'S PIZZA,1,0,1,0,1
689,WAZZUP SHRIMP,1,0,1,1,0
690,WENDY'S,1,0,1,0,1
691,"WENDY'S PROPERTIES,LLC",2,0,2,1,1
692,WEST INDIES INTERNATIONAL,1,0,1,1,0
693,WEST LOOP WINE AND SPIRITS,1,0,1,1,0
694,"WESTERN TACOS MEXICAN FAST FOOD, INC.",1,1,0,0,1
695,WHIPPLE LIQUORS,3,1,2,2,1
696,WHITE CASTLE #61,1,0,1,1,0
697,WHITE PALACE GRILL,1,0,1,1,0
698,WHOLE FOODS MARKET,2,0,2,1,1
699,WILD HARE,2,0,2,1,1
700,WILLIAMS INN PIZZERIA,1,0,1,0,1
701,WING STOP # 894,1,1,0,0,1
702,WINGSTOP,1,0,1,1,0
703,WINGSTOP RESTAURANT,1,0,1,0,1
704,WINSTON MANOR NURSING HOME,1,1,0,0,1
705,WOLCOTT COLLEGE PREPARATORY HIGH SCHOOL,1,0,1,0,1
706,WOLVERINE TRADING LLC,2,0,2,1,1
707,WOW BAO,1,0,1,1,0
708,WRAP STAR RESTAURANT,1,0,1,1,0
709,Wacker,1,0,1,0,1
710,White,1,1,0,0,1
711,Willow Cafe and Bistro,4,1,3,2,2
712,XI'AN CUISINE WEST LOOP,1,1,0,1,0
713,YAO,2,0,2,2,0
714,YOLANDA'S  RESTAURANT,1,1,0,0,1
715,YOLK - WICKER PARK,1,1,0,0,1
716,YOUNG ACHIEVERS ACADEMY,1,0,1,0,1
717,YOURS TRULY OYSTER BAR,1,1,0,1,0
718,YUM DUM TRUCK,1,0,1,0,1
719,YUMMY THAI,2,1,1,1,1
720,YVOLINA'S TAMALES+GROCERIES,1,0,1,0,1
721,ZAM ZAM MIDDLE EASTERN GRILL,1,0,1,0,1
722,ZARAGOZA RESTAURANT,1,0,1,0,1
723,ZOE'S PATIO,1,0,1,1,0
