,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
3156,BREAKFAST HOUSE & COFFEE BAR SHERIDAN INC,4,2,2,0,4
3157,BREAKFAST HOUSE RESTAURANT,13,4,9,8,5
3158,BREAKFAST HOUSE RESTAURANT INC.,22,9,13,8,14
3159,BREAKROOM BREWERY,8,2,6,5,3
3160,BREAKTHROUGH BEGINNERS,12,5,7,3,9
3161,"BREAKTHROUGH, THE BRIDGE CAFE",10,4,6,3,7
3162,BREE'S THAI RICE & NOODLE,21,8,13,9,12
3163,BREHON PUB,16,5,11,7,9
3164,BRENDA NUTRITIONS,6,1,5,5,1
3165,BRENDA'S KIDS CLUB DAYCARE CENTER,20,11,9,5,15
3166,BRENDAN'S PUB,8,0,8,6,2
3167,BRETT'S KITCHEN INC.,20,11,9,6,14
3168,BREW & GROW,5,5,0,2,3
3169,BREW AND BITES BY CHIYA CHAI,2,1,1,1,1
3170,BREW BREW COFFEE AND TEA,5,3,2,4,1
3171,BREW BREW COFFEE LOUNGE,10,2,8,6,4
3172,"BREW CAMP, INC.",3,2,1,1,2
3173,BREWER COFFEE AND CUSTARD,6,2,4,2,4
3174,BREWSTONE BEER COMPANY REST,3,0,3,2,1
3175,BREZA DELI CATESSEN,2,0,2,1,1
3176,BRGRBELLY,27,7,20,15,12
3177,BRIA OF FOREST EDGE,17,6,11,9,8
3178,BRIAN'S JUICE BAR & DELI.,5,3,2,2,3
3179,BRIANNA'S RESTAURANT,7,3,4,3,4
3180,BRIAR PANTRY,2,0,2,1,1
3181,BRICIOLA,12,2,10,6,6
3182,BRICK AND CAKE,2,0,2,2,0
3183,BRICK HOUSE BAR AND GRILL,28,9,19,17,11
3184,BRICKHOUSE,3,0,3,3,0
3185,BRICKHOUSE TAVERN,14,5,9,10,4
3186,BRICKS,20,9,11,10,10
3187,BRICKS ON THE RUN,3,0,3,2,1
3188,BRICKS SPORTS BAR & GRILL,18,4,14,10,8
3189,BRICKTON MONTESSORI SCHOOL,22,13,9,4,18
3190,BRIDGE HOUSE TAVERN ON THE RIVER,13,6,7,7,6
3191,BRIDGEPORT ART CENTER,4,2,2,2,2
3192,BRIDGEPORT BAKERY,10,6,4,3,7
3193,BRIDGEPORT BAKERY 2.0,4,0,4,3,1
3194,BRIDGEPORT CATHOLIC SCHOOL (CAMPUS),16,7,9,4,12
3195,BRIDGEPORT CHILD DEVELOPMENT CENTER 1,15,7,8,4,11
3196,BRIDGEPORT CHILD DEVELOPMENT CENTER 2,13,8,5,3,10
3197,BRIDGEPORT COFEE,10,3,7,7,3
3198,BRIDGEPORT COFFEE,3,0,3,1,2
3199,BRIDGEPORT COFFEE HOUSE INC,12,4,8,5,7
3200,BRIDGEPORT COFFEE HYDE PARK,13,4,9,6,7
3201,"BRIDGEPORT COFFEE JACKSON,LLC",4,0,4,4,0
3202,BRIDGEPORT FAMILY RESTAURANT,30,15,15,12,18
3203,BRIDGEPORT PASTY LLC,3,2,1,1,2
3204,"BRIDGEPORT PASTY, LLC",8,2,6,3,5
3205,BRIDGEPORT RESTAURANT,2,0,2,2,0
3206,BRIDGEPORT SHELL,4,2,2,3,1
3207,BRIDGEPORT YOGURT & CAFE,2,0,2,1,1
3208,BRIDGET MCNEILL'S,12,7,5,4,8
3209,BRIDGET MCNEILLS,6,1,5,4,2
3210,BRIGADOON,10,2,8,7,3
3211,BRIGHT BEAUTIFUL BEGINNINGS DAYCARE INC,10,1,9,7,3
3212,"BRIGHT BEGINNINGS ACADEMY C.D.C,INC.",5,1,4,4,1
3213,BRIGHT BEGINNINGS EARLY LEARNING CENTER LLC,11,6,5,4,7
3214,BRIGHT ELEMENTARY,15,9,6,4,11
3215,BRIGHT ELEMENTARY ANNEX,4,1,3,1,3
3216,BRIGHT HORIZONS AT CLYBOURN,8,4,4,1,7
3217,BRIGHT HORIZONS AT COOK COUNTY,17,8,9,6,11
3218,BRIGHT HORIZONS AT ILLINOIS MEDICAL DISTRICT,4,2,2,0,4
3219,BRIGHT HORIZONS AT LAKEVIEW,9,3,6,4,5
3220,BRIGHT HORIZONS AT RIVER EAST,17,6,11,7,10
3221,BRIGHT HORIZONS AT THE ATRIUM,8,5,3,2,6
3222,BRIGHT HORIZONS CHICAGO CENTRAL LOOP,13,8,5,1,12
3223,BRIGHT HORIZONS CHICAGO EAST LOOP,15,6,9,5,10
3224,BRIGHT HORIZONS CHICAGO WEST LOOP,24,7,17,10,14
3225,"BRIGHT HORIZONS CHILDERN'S CENTERS, INC.",3,2,1,2,1
3226,BRIGHT LITTLE LEADERS LEARNING CENTER INC.,2,2,0,1,1
3227,"BRIGHT NEW MIND DAY CARE CENTER NO. 2, INC.",11,2,9,4,7
3228,"BRIGHT SCHOLARS ACADEMY, LLC",10,5,5,4,6
3229,BRIGHT SCHOLARS CLUBHOUSE I,4,2,2,1,3
3230,BRIGHT SCHOLARS CLUBHOUSE PREP.,3,2,1,2,1
3231,BRIGHT SMILES DAYCARE,12,5,7,6,6
3232,BRIGHT SMILES DAYCARE'S INFANT SUITE,10,2,8,4,6
3233,"BRIGHT START LEARNING CENTER, INC.",12,6,6,5,7
3234,BRIGHTER MINDS ACADEMY CORP.,5,1,4,4,1
3235,BRIGHTON MINI MART INC,7,5,2,1,6
3236,BRIGHTON PARK SCHOOL,24,14,10,8,16
3237,BRIGHTVIEW HEALTHCARE AND REHABILITATION CENTRE,12,5,7,6,6
3238,BRIGHTWOK KITCHEN,18,6,12,6,12
3239,BRINDILLE,16,6,10,10,6
3240,BRINKS CAFE,3,1,2,2,1
3241,BRINY SWINE SMOKEHOUSE & OYSTER BAR,2,2,0,0,2
3242,BRIOCHE DOREE T-1,13,6,7,1,12
3243,BRIOCHE DOREE T-2,15,11,4,4,11
3244,BRIOCHE DOREE T-3,23,13,10,1,22
3245,BRISA FOODS INC.,8,3,5,6,2
3246,BRISKU BISTRO,4,1,3,4,0
3247,BRISTOL FOOD & LIQUOR,2,2,0,0,2
3248,BRISTOL LIQUORS INC,17,6,11,5,12
3249,BRISTOL LOUNGE/JOHN'S LIQUOR AND DELI,18,5,13,11,7
3250,"BRITE NEW MIND DAY CARE CENTER, INC.",16,6,10,3,13
3251,BRITISH AIRWAYS,23,7,16,12,11
3252,BRITISH INTERNATIONAL SCHOOL OF CHICAGO LINCOLN PA,4,3,1,1,3
3253,BRITISH SCHOOL OF CHICAGO,14,5,9,7,7
3254,BRIX CATERING & EVENTS,26,11,15,13,13
3255,BRO-N-LAWS,8,4,4,4,4
3256,BRO-N-LAWS BAR-B-Q LLC,18,10,8,10,8
3257,BROADWAY CELLARS,24,9,15,14,10
3258,BROADWAY ENTERTAINMENT INC,2,0,2,2,0
3259,"BROADWAY GRILL, INC.",23,9,14,11,12
3260,BROADWAY LIQUORS,4,3,1,2,2
3261,"BROADWAY MINI MART, INC.",3,3,0,2,1
3262,BROADWAY PIZZA,4,1,3,4,0
3263,BROADWAY PLAYHOUSE,2,2,0,0,2
3264,BROADWAY SUPERMARKET,13,6,7,7,6
3265,BROASTED CHICKEN LLC.,4,1,3,3,1
3266,BROASTED CHICKEN ROYAL CHICAGO LTD,3,0,3,3,0
3267,BROASTED CHICKEN ROYALE,15,9,6,6,9
3268,BROBAGEL,15,7,8,7,8
3269,BRODYS HOUSE OF COOKED FISH & CHICKEN,12,0,12,10,2
3270,BROKEN BARREL,9,3,6,7,2
3271,BROKEN ENGLISH TACO PUB,16,4,12,8,8
3272,BROKEN ENGLISH TACO PUB - LINCOLN PARK,5,3,2,2,3
3273,BROKEN ENGLISH TACO PUB OLD TOWN,4,2,2,2,2
3274,BROKEN PLATE BAR AND GRILL,2,1,1,1,1
3275,BROKLYN DELI MART,2,0,2,2,0
3276,BRONZEVILLE ACADEMY CHARTER SCHOOL,11,2,9,5,6
3277,BRONZEVILLE CLASSICAL,6,2,4,0,6
3278,"BRONZEVILLE COFFEE AND TEA, INC.",3,1,2,1,2
3279,BRONZEVILLE CONVENIENCE,4,1,3,3,1
3280,BRONZEVILLE CONVENIENCE MART INC.,6,3,3,5,1
3281,BRONZEVILLE GOURMET PIZZERIA,10,2,8,8,2
3282,BRONZEVILLE JERK SHACK,4,2,2,2,2
3283,BRONZEVILLE MARKET PLACE INC,2,0,2,1,1
3284,BRONZEVILLE PARK NURSING & LIVING CENTER,8,4,4,4,4
3285,BRONZEVILLE SCHOLASTIC INSTITUTE,20,10,10,5,15
3286,BRONZEVILLE SOUL,3,2,1,1,2
3287,BRONZEVILLE WINERY,4,3,1,1,3
3288,BRONZVILLE FINER FOODS,3,0,3,2,1
3289,BROOKDALE LAKE SHORE DRIVE,9,2,7,7,2
3290,BROOKDALE LAKE VIEW,9,4,5,4,5
3291,BROOKLYN CHICKEN & GRILL INC,3,0,3,3,0
3292,BROOKLYN FOOD & DELI,5,1,4,3,2
3293,BROOKLYN MARKET,3,0,3,2,1
3294,BROOKLYN SUPERMARKET INC.,2,0,2,1,1
3295,BROTHER & SISTERS ALL DAY,11,2,9,7,4
3296,BROTHER RICE HIGH SCHOOL,21,8,13,7,14
3297,BROTHER TIM'S VEGETARIAN FAST FOOD,8,3,5,3,5
3298,BROTHER'S 7 FOOD AND LIQUOR,6,4,2,3,3
3299,BROTHER'S GRILL,3,1,2,1,2
3300,BROTHER'S RESTAURANT,3,1,2,3,0
3301,"BROTHER'S SUBMARINE & CHICKEN, INC.",16,6,10,11,5
3302,BROTHER'S SUBMARINE INC,10,7,3,4,6
3303,BROTHERS   RESTAURANT,10,5,5,2,8
3304,BROTHERS 5 FOOD & LIQUOR,8,4,4,5,3
3305,BROTHERS AND FATHERS PIZZERIA,10,3,7,6,4
3306,BROTHERS BEEF,9,6,3,1,8
3307,BROTHERS COFFEE SHOP INC,6,3,3,2,4
3308,BROTHERS DOLLAR & GROCERY,3,0,3,2,1
3309,BROTHERS FOOD MART,3,1,2,1,2
3310,"BROTHERS FOOD MART, INC.",5,2,3,3,2
3311,BROTHERS GROCERY & GENERAL MERCHANDISE,3,0,3,2,1
3312,BROTHERS MINI MART,2,1,1,1,1
3313,BROTHERS SUPERMARKET,4,1,3,3,1
3314,BROTHERS TO GO,2,1,1,1,1
3315,BROTHERS TWO GO,4,1,3,2,2
3316,BROU'NE DESSERTS,2,0,2,1,1
3317,"BROWN BAG LUNCH TRUCK, LLC",2,1,1,1,1
3318,BROWN BAG SEAFOOD CO,8,1,7,5,3
3319,BROWN BAG SEAFOOD CO.,42,15,27,22,20
3320,BROWN BAG SEAFOOD COMPANY,13,6,7,3,10
3321,BROWN BASKET FOOD & LIQUOR INC,5,1,4,3,2
3322,BROWN BEAR ACADEMY 2 INC.,5,2,3,3,2
3323,BROWN CAFE CHICAGO,5,2,3,3,2
3324,BROWN SUGAR BAKERY,9,2,7,4,5
3325,BROWN SUGAR BAKERY & CAFE,6,4,2,3,3
3326,BROWN SUGAR LOUNGE,7,3,4,3,4
3327,BROWN'S CHICKEN,7,2,5,3,4
3328,BROWN'S CHICKEN & PASTA,31,10,21,16,15
3329,BROWN'S CHICKEN LLC,13,5,8,6,7
3330,BROWN'S RESTAURANT LLC,7,2,5,4,3
3331,BROWN'S SUGAR EXPRESS,5,1,4,4,1
3332,BROWNS CHICKEN,7,4,3,3,4
3333,BROWNSTONE TAVERN & GRILL,25,8,17,13,12
3334,BROWNTROUT,10,3,7,3,7
3335,BRU COFFEE HOUSE,13,2,11,8,5
3336,BRU COFFEEWORKS,8,2,6,5,3
3337,BRUGES BROTHERS LLC.,8,4,4,3,5
3338,BRUNA'S CAFE,15,6,9,3,12
3339,BRUNCH,21,6,15,12,9
3340,BRUNCH N' BURGERS CHICAGO,8,2,6,5,3
3341,BRUNCH SOCIALL LLC,4,2,2,2,2
3342,BRYANNA'S RESTAURANT,19,10,9,11,8
3343,BRYN MAWR & KEDZIE BP,4,3,1,3,1
3344,BRYN MAWR BREAKFAST CLUB,24,4,20,13,11
3345,BRYN MAWR CAFE INC,7,3,4,5,2
3346,"BRYN MAWR CARE, INC.",17,10,7,8,9
3347,BRYN MAWR DELI,3,0,3,3,0
3348,BRYN MAWR FRESH MARKET,2,2,0,1,1
3349,BT WHOLESALE COMPANY,3,1,2,1,2
3350,BUB CITY,26,12,14,9,17
3351,BUB'S GYROS,4,0,4,4,0
3352,BUB'S PLACE,4,3,1,1,3
3353,"BUBA -LA FROZEN YOGURT, LLC",4,2,2,2,2
3354,BUBBA GUMP SHRIMP CO RESTAURANT,17,10,7,4,13
3355,BUBBLE MAGIC,3,0,3,2,1
3356,BUBBLE NET,29,9,20,16,13
3357,BUBBLE&BREW CORP.,4,1,3,4,0
3358,BUBBLES  TREATS,3,0,3,3,0
3359,BUBBLES ACADEMY,10,1,9,6,4
3360,BUBBLES WINE BAR,6,1,5,0,6
3361,BUBS GYROS,7,1,6,5,2
3362,BUCA dI BEPPO,7,6,1,2,5
3363,BUCK'S FOUR STAR GRILL,10,3,7,6,4
3364,BUCKINGHAM PAVILLION INC,11,4,7,4,7
3365,BUCKTOWN ACADEMY,15,5,10,9,6
3366,BUCKTOWN BEANERY,3,1,2,2,1
3367,BUCKTOWN DYSFUNCTIONAL PUB,6,2,4,1,5
3368,BUCKTOWN LIQUOR CITY,3,2,1,2,1
3369,"BUCKWICK ORGANIX CONVENIENCE STORE INC.,",5,3,2,3,2
3370,BUDACKI'S DRIVE IN,7,2,5,5,2
3371,BUDACKIS DRIVE-IN HOT DOGS,13,4,9,5,8
3372,BUDDY GUY'S LEGENDS,23,12,11,7,16
3373,BUDDY'S FOOD WINE & SPIRITS,6,1,5,4,2
3374,BUDGET FOOD & LIQUOR,5,2,3,2,3
3375,BUDGET PANTRY,3,1,2,1,2
3376,BUDLONG HOT CHICKEN,6,1,5,2,4
3377,BUEN  PALADAR,2,0,2,2,0
3378,BUEN APETITO,18,7,11,6,12
3379,BUEN SABOR CO.,3,0,3,2,1
3380,BUENA NUTRICION,2,1,1,1,1
3381,BUENA VISTA RESTAURANT,16,4,12,6,10
3382,BUENOS AIRES LIQUOR & DELI,20,10,10,7,13
3383,BUENOS AMIGOS RESTAURANT,2,0,2,2,0
3384,BUFFALO FEED THE PEOPLE RIB HOUSE INC,10,5,5,5,5
3385,BUFFALO FOODS,2,1,1,1,1
3386,BUFFALO JOE'S ON HOWARD,20,10,10,9,11
3387,BUFFALO SAM,10,2,8,4,6
3388,BUFFALO WILD WINGS,39,11,28,20,19
3389,BUFFALO WILD WINGS #870,3,1,2,1,2
3390,BUFFALO WILD WINGS GO #836,4,0,4,3,1
3391,BUFFALO WILD WINGS GRILL & BAR,31,11,20,24,7
3392,BUFFALO WINGS AND RINGS,30,11,19,18,12
3393,BUFFET CASTLE,12,7,5,7,5
3394,BUFFET CITY,41,17,24,17,24
3395,BUFFET LOS AMIGOS RESTAURANT INC,5,1,4,4,1
3396,BUGSY'S,7,2,5,5,2
3397,BUILDING BLOCKS LEARNING,6,3,3,3,3
3398,BUILDING BLOCKS LEARNING ACADEMY,24,9,15,8,16
3399,BULERIAS INC.,16,5,11,7,9
3400,BULERIAS NORTH AVENUE,5,4,1,4,1
3401,BULGARIA RESTAURANT,3,1,2,2,1
3402,BULL  DOG BAKERY II,3,1,2,2,1
3403,BULL & BEAR,10,1,9,9,1
3404,BULL DOG ALE HOUSE,15,4,11,11,4
3405,BULL DOG BAKERY II,6,2,4,2,4
3406,BULL-EH-DIA'S TAPAS BAR,4,0,4,4,0
3407,BULLCHICKS,2,0,2,1,1
3408,BULLDOG ALE HOUSE,19,6,13,14,5
3409,BULLHEAD CANTINA,16,5,11,8,8
3410,BULSHO COFFEE SHOP,5,2,3,2,3
3411,BULSHO RESTAURANT,10,5,5,7,3
3412,BUMPAS BEEF INC.,4,3,1,2,2
3413,BUN MI EXPRESS,4,2,2,3,1
3414,"BUNA TIME CAFE, LLC",5,1,4,4,1
3415,"BUNCHES OF LOVE, LLC",4,0,4,3,1
3416,BUNDOO KHAN,26,11,15,17,9
3417,BUNNIES AMERICAN INC.,6,0,6,4,2
3418,BUNNY THE MICRO BAKERY,3,0,3,2,1
3419,BUNNYLAND DEVELOPMENTAL DAYCARE,21,8,13,9,12
3420,BUNZ BAKERY,2,1,1,0,2
3421,BUONA,34,11,23,24,10
3422,BUONA EVENT CATERING,2,0,2,2,0
3423,BUONA TERRA RISTORANTE,18,5,13,11,7
3424,BUREAU BAR AND RESTAURANT,7,1,6,6,1
3425,BUREAU BAR AND RESTAURANT LLC,19,4,15,13,6
3426,BUREAU PIZZA CO,4,0,4,2,2
3427,BURGER & PITA,12,5,7,7,5
3428,BURGER BAR CHICAGO,22,7,15,12,10
3429,BURGER BARON,18,10,8,3,15
3430,BURGER BOSS,3,0,3,1,2
3431,BURGER BOY EXPRESS INC.,2,1,1,1,1
3432,BURGER BROTHERS,2,2,0,1,1
3433,BURGER BULL,3,2,1,2,1
3434,BURGER DELIGHTS,2,1,1,2,0
3435,BURGER FEDERATION TERM 3 L21,8,0,8,1,7
3436,BURGER GUYS,3,1,2,2,1
3437,"BURGER HUB, INC.",4,2,2,2,2
3438,BURGER JOINT,3,1,2,1,2
3439,BURGER JOINT CHICAGO BAR & GRILL LLC,9,3,6,5,4
3440,BURGER KING,114,39,75,55,59
3441,BURGER KING  #11297,7,4,3,3,4
3442,BURGER KING  #1512,12,3,9,3,9
3443,BURGER KING #,48,21,27,19,29
3444,BURGER KING # 10797,5,3,2,2,3
3445,BURGER KING # 12663,15,6,9,6,9
3446,BURGER KING # 1338,4,1,3,1,3
3447,BURGER KING # 14476,4,3,1,1,3
3448,BURGER KING # 215,5,3,2,2,3
3449,BURGER KING # 3386,6,2,4,1,5
3450,BURGER KING # 6345,5,4,1,1,4
3451,BURGER KING #10345,22,6,16,5,17
3452,BURGER KING #10366,16,4,12,6,10
3453,BURGER KING #10797,24,10,14,10,14
3454,BURGER KING #11297,21,9,12,13,8
3455,BURGER KING #11967,12,4,8,6,6
3456,BURGER KING #1232,22,4,18,12,10
3457,BURGER KING #12371,32,13,19,21,11
3458,BURGER KING #1250,24,10,14,15,9
3459,BURGER KING #12663,4,3,1,1,3
3460,BURGER KING #1272,21,11,10,6,15
3461,BURGER KING #1303,6,4,2,1,5
3462,BURGER KING #1308,21,5,16,12,9
3463,BURGER KING #1310,11,3,8,5,6
3464,BURGER KING #142,13,4,9,6,7
3465,BURGER KING #14476,9,3,6,3,6
3466,BURGER KING #1455,22,5,17,13,9
3467,BURGER KING #1512,15,2,13,11,4
3468,BURGER KING #16598,13,5,8,6,7
3469,BURGER KING #16882,19,7,12,9,10
3470,BURGER KING #17392,10,2,8,5,5
3471,BURGER KING #181,33,13,20,18,15
3472,BURGER KING #207,17,7,10,7,10
3473,BURGER KING #212,5,1,4,3,2
3474,BURGER KING #215,19,7,12,10,9
3475,BURGER KING #22995,9,6,3,6,3
3476,BURGER KING #244,17,6,11,7,10
3477,BURGER KING #25272,7,1,6,5,2
3478,BURGER KING #2654,19,5,14,10,9
3479,BURGER KING #332,4,0,4,3,1
3480,BURGER KING #3386,16,7,9,11,5
3481,BURGER KING #5495,7,3,4,1,6
3482,BURGER KING #5818,14,7,7,7,7
3483,BURGER KING #5986,16,7,9,6,10
3484,BURGER KING #6345,12,1,11,6,6
3485,BURGER KING #6358,26,10,16,11,15
3486,BURGER KING #7112,17,2,15,9,8
3487,BURGER KING #7268,13,5,8,9,4
3488,BURGER KING #7288,16,6,10,8,8
3489,BURGER KING #7623,34,11,23,20,14
3490,BURGER KING #7674,20,7,13,6,14
3491,BURGER KING #8312,38,14,24,19,19
3492,BURGER KING 16598,6,4,2,1,5
3493,BURGER KING 19467,10,4,6,5,5
3494,BURGER KING RESTAURANT,20,7,13,6,14
3495,BURGER KING RESTAURANT # 5495,13,7,6,3,10
3496,"BURGER R US, INC",4,0,4,3,1
3497,BURGER TOWN,3,1,2,2,1
3498,BURGERS & MORE,3,0,3,3,0
3499,BURGUNDY RESTAURANT INC,18,8,10,3,15
3500,BURGUR BOY LOUNGE CORP,7,3,4,5,2
3501,BURKE'S BACON BAR,2,1,1,1,1
3502,BURKE'S PUBLIC HOUSE,22,11,11,9,13
3503,BURNHAM ELEMENTARY,5,3,2,1,4
3504,BURNHAM HARBOR DOCKSIDE CAFE,2,1,1,1,1
3505,BURNHAM MATH AND SCIENCE ACADEMY,17,5,12,8,9
3506,BURNHAM PARK YACHT CLUB,21,5,16,13,8
3507,BURNING BUSH,8,3,5,8,0
3508,BURNING BUSH BREWERY & RIVER ROOM AT BURNING BUSH,8,4,4,3,5
3509,BURNT CITY,5,2,3,3,2
3510,BURNT CITY/DISTRICT BREW YARDS,11,6,5,9,2
3511,BURP,4,1,3,1,3
3512,"BURRITO ARCELIANO, INC.",2,1,1,2,0
3513,BURRITO BEACH,122,59,63,44,78
3514,BURRITO BEACH # 8,20,10,10,4,16
3515,BURRITO BUGGY,8,2,6,3,5
3516,BURRITO GRANDE,2,0,2,1,1
3517,BURRITO GRANDE PEREZ,19,9,10,7,12
3518,"BURRITO GRANDE PEREZ, INC.",4,2,2,2,2
3519,BURRITO HOUSE,21,6,15,9,12
3520,BURRITO HOUSE 2 INC,8,3,5,4,4
3521,BURRITO KING,17,5,12,12,5
3522,BURRITO STATION,21,5,16,12,9
3523,BURRITOS AIDA,12,6,6,7,5
3524,BURRITOS JUAREZ,8,2,6,4,4
3525,"BURRITOS JUAREZ, INC.",9,1,8,6,3
3526,BURTON PLACE,13,6,7,8,5
3527,BURWOOD TAP,11,3,8,7,4
3528,BUSH FOOD MART,4,0,4,2,2
3529,"BUSH MARKET, LLC",3,0,3,2,1
3530,BUST OUTS,2,0,2,1,1
3531,"BUSY BEE FOOD MART, INC.",2,1,1,1,1
3532,BUSY BEE LEARNING CENTER,2,0,2,2,0
3533,BUSY BEE SUPERMARKET,12,3,9,7,5
3534,BUSY BEES CHILD DEVELOPEMENT CENTER,15,7,8,4,11
3535,BUSY BEES CHILD DEVELOPEMENT CENTER II,16,7,9,7,9
3536,"BUSY BEES LEARNING SCHOOL, INC.",9,7,2,2,7
3537,BUSY BUMBLE BEE ACADEMY,2,0,2,2,0
3538,BUSY BUMBLE BEE ACADEMY DAYCARE,26,7,19,13,13
3539,BUSY BUMBLE BEE DAYCARE,4,1,3,3,1
3540,"BUTCH MC GUIRE'S, INC.",17,9,8,7,10
3541,BUTCH TOBACCO & SNACKS,3,1,2,2,1
3542,BUTCHER & THE BURGER,21,7,14,12,9
3543,"BUTCHER BLOCK SPECIALTIES, INC",4,2,2,2,2
3544,BUTCHER'S TAP,15,1,14,9,6
3545,BUTCHERS DELI & PRODUCE INC.,4,2,2,2,2
3546,"BUTCHWAY TOBACCO & SNACKS, INC",2,0,2,1,1
3547,BUTLER CHILDREN'S PREPARATORY,10,5,5,2,8
3548,BUTLER HOSPITALITY,8,3,5,5,3
3549,BUTTER BELLA,3,2,1,1,2
3550,BUTTERCLAW,6,1,5,4,2
3551,BUTTERCLAW / CLUCKSON'S / GUACDOG / BUTTER AND VI,5,1,4,2,3
3552,BUTTERDOUGH,3,1,2,3,0
3553,BUTTERFIELD KITCHEN,8,3,5,5,3
3554,BUTTERFLY,24,11,13,13,11
3555,BUTTERFLY COOKIES LLC,3,1,2,2,1
3556,BUTTERFLY SUSHI & THAI CUISINE ON CHICAGO AVE,10,4,6,4,6
3557,BUTTERFLY SUSHI BAR AND THAI CUISINE ON MADISON ST,26,10,16,10,16
3558,BUY & FLY STORE,6,0,6,4,2
3559,BUY 'N SAVE,2,0,2,2,0
3560,BUY -N- SAVE,20,10,10,12,8
3561,BUY LOW FOOD & LIQUOR,7,1,6,6,1
3562,BUY LOW FOOD & LIQUORS,4,1,3,2,2
3563,BUY LOW LIQUORS,17,5,12,10,7
3564,BUY THE POUND BAKERY INC.,2,2,0,0,2
3565,BUYK,12,5,7,7,5
3566,BUZZ,6,3,3,3,3
3567,BUZZ BAIT,8,5,3,3,5
3568,BUZZ COFFEE ROASTER AND BAKER,3,2,1,2,1
3569,BUZZ KILLER ESPRESSO,6,4,2,4,2
3570,BUZZ MARKET,2,0,2,2,0
3571,BUZZED BULL CREAMERY,3,0,3,2,1
3572,BW 3,11,5,6,7,4
3573,BWS,2,2,0,2,0
3574,BY THE HAND CLUB,2,0,2,0,2
3575,BY THE PARK,4,2,2,1,3
3576,BYRD'S HOT CHICKEN,3,3,0,1,2
3577,BYRONS HOT DOG INC,23,11,12,8,15
3578,BYRONS KITCHENS,26,6,20,12,14
3579,BYTE CAFE,5,1,4,2,3
3580,BZ,5,3,2,3,2
3581,BZ MART,2,1,1,1,1
3582,BZ QUICK-MART,2,0,2,2,0
3583,BZY GRILL INC,3,0,3,3,0
3584,Babas Halal,8,4,4,7,1
3585,Bacci Pizza Dearborn,8,2,6,7,1
3586,Backyard Grill,26,15,11,13,13
3587,Baker Square # 220203,28,12,16,14,14
3588,Bakin' & Eggs,20,7,13,8,12
3589,Baltimore Food & Liquor,12,3,9,2,10
3590,BamBooQue,3,1,2,3,0
3591,Banneker,5,2,3,1,4
3592,Banner Academy,5,5,0,1,4
3593,Banner Academy West,3,0,3,2,1
3594,Bar Siena,2,2,0,0,2
3595,Baraka Convenience Market Inc,2,1,1,1,1
3596,Barbara A. Sizemore Academy,12,4,8,8,4
3597,Barry,18,6,12,9,9
3598,Baylor's Melonart,3,1,2,2,1
3599,Beard Elementary School,19,13,6,5,14
3600,Beasley,24,10,14,9,15
3601,Beasley CPC,18,9,9,6,12
3602,Beaubien Elementary School,20,6,14,4,16
3603,Beer Run LLC,3,1,2,2,1
3604,Beethoven,24,12,12,8,16
3605,Beggar's Pizza,23,10,13,8,15
3606,Belding Elementary School,17,9,8,1,16
3607,Belly Shack II,7,2,5,4,3
3608,"Belmont Tap, Inc",5,1,4,2,3
3609,Belmont-Cragin,5,2,3,1,4
3610,Ben and Jerry's (Navy Pier),2,1,1,0,2
3611,Ben's Bar Be Cue,20,4,16,12,8
3612,Benchwarmers Sports Bar and Grill,11,4,7,6,5
3613,Benjyehuda,13,6,7,5,8
3614,Best Sushi Joon Inc.,11,2,9,7,4
3615,"Beyond Borders Fusion Food, LLC",2,0,2,1,1
3616,Beyond Green Partners,3,1,2,1,2
3617,Beyond The Ivy,8,4,4,3,5
3618,Bibi's Grocery,3,0,3,2,1
3619,Big Hill Cantina,10,3,7,5,5
3620,Big Star,15,7,8,5,10
3621,Bill's Pub,2,1,1,1,1
3622,Billy Goat,12,7,5,5,7
3623,Billy Goat Tavern & Grill,19,9,10,4,15
3624,Billy Sunday,18,7,11,12,6
3625,Bina's Place,6,2,4,4,2
3626,Black Magnet Branch,17,10,7,3,14
3627,Blair Early Childhood Ctr,15,10,5,0,15
3628,Blu 47,3,0,3,3,0
3629,Blue Moon Cafe,4,0,4,4,0
3630,Blue Ocean Sushi Restaurant,4,1,3,3,1
3631,BlueLine Coffee,4,1,3,4,0
3632,Boca Loca  Cantina Aville,3,2,1,1,2
3633,Bodega Division,2,2,0,0,2
3634,Booil Restaurant,9,6,3,4,5
3635,Boriken,3,2,1,1,2
3636,Borinquen Restaurant #2,6,2,4,2,4
3637,Bouchet Elementary,16,7,9,4,12
3638,Bouchet Elementary School,17,9,8,4,13
3639,Boutique Bites,10,5,5,5,5
3640,Bowen H/S,24,13,11,11,13
3641,Bradwell School of Excellence,21,6,15,9,12
3642,Brandon's Food Mart,2,0,2,2,0
3643,Bread & Wine,13,6,7,5,8
3644,Breakthrough Urban Ministries,3,3,0,0,3
3645,Brentano,15,10,5,3,12
3646,Bridge Elementary School,17,10,7,2,15
3647,Bridge Junior High School,15,9,6,4,11
3648,Bright Horizons at Lakeshore East,12,4,8,4,8
3649,Britton Budd Apartments,12,6,6,4,8
3650,Bro-N-Laws,8,2,6,3,5
3651,Bronzeville Alt.,2,1,1,1,1
