,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
3652,Bronzeville Lighthouse,9,5,4,2,7
3653,Brown Acad.,19,6,13,6,13
3654,"Brown Bag Lunch Truck, LLC",2,2,0,1,1
3655,Brownell,18,11,7,4,14
3656,Buckingham,3,2,1,1,2
3657,Bucktown Soup Cafe,2,0,2,1,1
3658,Buffalo Wild Wings,3,0,3,3,0
3659,Bulls College Prep,3,1,2,1,2
3660,Burbank,24,8,16,11,13
3661,Burger & Pita,7,3,4,3,4
3662,Burger Fed Temp Kiosk,3,1,2,3,0
3663,"Burger Hub, Inc.",9,3,6,5,4
3664,Burger King #17392,11,5,6,3,8
3665,Burke,25,10,15,13,12
3666,Burkes Web Pub,2,0,2,2,0
3667,Burley Elementary,20,11,9,6,14
3668,Burnham Anthony Branch,5,5,0,1,4
3669,Burnham Plaza Mart,17,7,10,9,8
3670,Burnside,24,11,13,9,15
3671,Burr,17,7,10,7,10
3672,Burrito King,4,2,2,2,2
3673,C & A NEWS INC,6,3,3,2,4
3674,C & C CANDY STORE AND GENERAL MERCHANDISE,2,0,2,2,0
3675,C & C PACKING CORPORATION,3,1,2,2,1
3676,C & D BAR B Q LLC,6,3,3,5,1
3677,C & D BAR B QUE LLC,7,1,6,4,3
3678,C & G RESTAURANT,17,5,12,8,9
3679,C & P FRIED RICE 2,20,10,10,9,11
3680,C & P FRIED RICE INC,6,3,3,3,3
3681,C AND A GRILL,3,1,2,2,1
3682,C AND K LIQUOR INC,2,1,1,1,1
3683,C FISH HOUSE,6,4,2,1,5
3684,C L DISCOUNT,2,0,2,2,0
3685,"C MEATS, LLC",4,2,2,1,3
3686,C N D GYROS & LOUNGE INC,2,1,1,1,1
3687,C S W CAREER ACADEMY CULINARY ARTS HIGH SCHOOL,8,4,4,1,7
3688,C'BELLE'S SANDWICHES AND MORE,6,0,6,4,2
3689,C'EST BIEN THAI,14,1,13,8,6
3690,C'EST SI BON LTD.,10,5,5,3,7
3691,C-HOUSE,4,2,2,2,2
3692,C-K SUBWAY,21,10,11,7,14
3693,"C-MANNY'S MEXICAN CUISINE II, INC.",9,5,4,1,8
3694,C-STORE,9,5,4,2,7
3695,"C.J.'S BBQ CRUISER, L.L.C.",2,1,1,1,1
3696,"C.M.D. PRODUCE, INC.",2,0,2,1,1
3697,C.R. PHILLIPS CHLD. DEV. CENTR,3,2,1,1,2
3698,C.R.PHILLIPS CHILD.DEV.CENTR,2,0,2,1,1
3699,C/O ST ANTHONY HOSPITAL.,14,5,9,8,6
3700,CA BEEF,2,0,2,2,0
3701,CABALO INC.,2,1,1,1,1
3702,CABANA BAR,6,0,6,6,0
3703,CABANA PLACE INC,3,1,2,2,1
3704,CABANA RESTAURANT & SPORTS BAR,3,1,2,2,1
3705,CABARET ZAZOU,5,0,5,1,4
3706,CABOS BAJA CAFE AND GRILL,6,2,4,6,0
3707,CACAOABUNGA,5,1,4,4,1
3708,CACTUS BAR & GRILL,14,7,7,4,10
3709,CACTUS CANTINA,2,1,1,0,2
3710,CACTUS FOOD & LIQUORS,3,0,3,2,1
3711,CAESAR PIEROGI & CAFE,2,0,2,2,0
3712,CAESAR'S FOODS INC,4,2,2,1,3
3713,CAESAR'S PIZZA,3,1,2,1,2
3714,CAFE  CON  LECHE (CCLB),7,2,5,3,4
3715,CAFE  EL TAPATIO,12,4,8,6,6
3716,CAFE #10,18,5,13,13,5
3717,CAFE 1850,7,1,6,2,5
3718,CAFE 1935,3,2,1,2,1
3719,CAFE 222 LLC,8,4,4,4,4
3720,CAFE 231,2,0,2,1,1
3721,CAFE 28,8,3,5,6,2
3722,CAFE 353,14,7,7,6,8
3723,CAFE 455,5,2,3,2,3
3724,CAFE 47,3,0,3,3,0
3725,CAFE 525,2,1,1,2,0
3726,CAFE 53,11,1,10,8,3
3727,CAFE 57,5,3,2,3,2
3728,CAFE 63,15,7,8,7,8
3729,CAFE 7,11,3,8,3,8
3730,CAFE 75,6,1,5,6,0
3731,CAFE 787,5,2,3,2,3
3732,CAFE ALIF,3,1,2,2,1
3733,CAFE AT THE CULTURAL CENTER,3,1,2,1,2
3734,CAFE AUSTRIA AND CATERING,3,0,3,2,1
3735,CAFE AVANTI,6,2,4,4,2
3736,CAFE BA BA REEBA,30,6,24,15,15
3737,CAFE BALLOU,11,3,8,9,2
3738,"CAFE BALLOU, LLC",6,3,3,2,4
3739,CAFE BELLA INCORPORATED,12,3,9,5,7
3740,CAFE BERNARD,2,1,1,1,1
3741,CAFE BHIM,2,0,2,1,1
3742,CAFE BIONDA,30,10,20,20,10
3743,CAFE BLEU,3,0,3,3,0
3744,CAFE BLEU LLC,4,1,3,3,1
3745,CAFE BOLERO,7,3,4,4,3
3746,CAFE BONHOMME / BEATNIX BY THE RIVER,8,3,5,7,1
3747,CAFE BONHOMME AND BEATNIK ON THE RIVER,3,1,2,3,0
3748,CAFE BONNE SANTE,3,1,2,2,1
3749,CAFE BRAUER,18,7,11,1,17
3750,CAFE CANCALE,3,0,3,2,1
3751,"CAFE CAPPUCINO, INC",5,2,3,4,1
3752,CAFE CART,7,4,3,1,6
3753,CAFE CENTRAL ASIA,6,0,6,3,3
3754,CAFE CHIEN,4,1,3,3,1
3755,CAFE CIAT,4,2,2,2,2
3756,CAFE COCO LATTE LLC,4,1,3,3,1
3757,CAFE COLAO,25,11,14,10,15
3758,"CAFE CON LECHE BUCKTOWN, INC.",4,1,3,1,3
3759,CAFE CON LECHE D' NOCHE,28,11,17,13,15
3760,CAFE CORNER,4,0,4,3,1
3761,CAFE CREME,2,0,2,1,1
3762,CAFE CREMERIE,6,1,5,4,2
3763,CAFE DALIGHT,4,2,2,3,1
3764,CAFE DEKO,4,1,3,4,0
3765,CAFE DESCARTES,24,9,15,13,11
3766,CAFE DESCARTES COMPANY,4,1,3,2,2
3767,"CAFE DESCARTES MIDWAY JV, LLC",8,4,4,3,5
3768,CAFE DU MARCHE,15,5,10,8,7
3769,CAFE EL MESON,8,2,6,3,5
3770,CAFE EL MESON 2,4,1,3,4,0
3771,CAFE EL MESON INCORPORATED,5,2,3,3,2
3772,CAFE EL TAPATIO,14,4,10,9,5
3773,CAFE ESPRESSO,2,1,1,1,1
3774,CAFE ESPRESSO A,2,0,2,2,0
3775,CAFE ESPRESSO C,8,2,6,2,6
3776,CAFE ESPRESSO TC,4,1,3,1,3
3777,CAFE FENIX,4,3,1,3,1
3778,CAFE FRESCO,2,1,1,1,1
3779,CAFE FRESH INC.,2,1,1,1,1
3780,CAFE FURAIBO JAPANESE RESTAURANT & SUSHI,12,6,6,6,6
3781,CAFE HABIBI,3,0,3,2,1
3782,CAFE HAROLD'S LLC,2,1,1,1,1
3783,CAFE HOANG,42,18,24,21,21
3784,CAFE HUONG,4,2,2,2,2
3785,CAFE HUOUNG,3,1,2,2,1
3786,CAFE IBERICO,26,10,16,14,12
3787,CAFE IL CORTILE,20,11,9,12,8
3788,CAFE IL CORTILE RESTAURANTE,12,5,7,6,6
3789,CAFE INTERNET LATINO INC.,9,4,5,4,5
3790,CAFE ISTANBUL,22,8,14,13,9
3791,CAFE IZALCO,5,1,4,3,2
3792,CAFE JUMPING BEAN,8,4,4,2,6
3793,CAFE KORZO,6,3,3,3,3
3794,CAFE L'APPETITIO,8,3,5,3,5
3795,CAFE L'APPETITO,32,11,21,13,19
3796,CAFE LACUNA,4,1,3,3,1
3797,CAFE LAGUARDIA,8,3,5,5,3
3798,CAFE LAGUARDIA WEST,2,1,1,1,1
3799,CAFE LAS DELICIAS RESTAURANT,5,3,2,4,1
3800,CAFE LOGAN,7,2,5,1,6
3801,CAFE LUIGI,20,4,16,12,8
3802,CAFE MARBELLA,29,9,20,19,10
3803,CAFE MARGO,5,0,5,5,0
3804,CAFE MARIE-JEANNE,7,5,2,5,2
3805,CAFE MATOU,2,1,1,1,1
3806,CAFE MED,7,3,4,3,4
3807,CAFE MEDIA NOCHE,3,0,3,2,1
3808,CAFE MESTIZO,5,2,3,4,1
3809,CAFE MICHELLE,13,3,10,8,5
3810,CAFE MIMOZA,17,5,12,13,4
3811,CAFE MONSIVAIS,6,2,4,3,3
3812,CAFE MONTENEGRO,5,2,3,4,1
3813,CAFE MUSTACHE,23,8,15,10,13
3814,CAFE NEW DAY LLC,6,1,5,4,2
3815,CAFE NILLY,4,0,4,3,1
3816,CAFE NORDSTROM,25,12,13,8,17
3817,CAFE ON OAK,2,1,1,1,1
3818,CAFE ON THE GROVE,4,2,2,2,2
3819,CAFE ONE 11,9,5,4,5,4
3820,CAFE ORCHID,24,5,19,15,9
3821,CAFE ORIENT 33,7,3,4,2,5
3822,"CAFE ORIENT 33, INC",8,5,3,2,6
3823,CAFE PACHUCA,4,1,3,2,2
3824,CAFE PANCHO,3,0,3,2,1
3825,CAFE PARISI,3,0,3,3,0
3826,CAFE PRAGUE,21,7,14,10,11
3827,CAFE RAFAELO INC.,7,4,3,3,4
3828,CAFE RENEE,5,3,2,1,4
3829,CAFE RENEE INC,4,2,2,2,2
3830,CAFE RESTAURANT ART,18,2,16,11,7
3831,CAFE RESTAURANT GRAND,3,0,3,2,1
3832,CAFE ROM,8,6,2,2,6
3833,CAFE ROSA,18,8,10,9,9
3834,CAFE SALIMON,3,0,3,3,0
3835,CAFE SAN JUAN,6,1,5,2,4
3836,CAFE SELMARIE,21,10,11,11,10
3837,CAFE SOCIETY INC,10,2,8,4,6
3838,CAFE SOPHIE,6,3,3,1,5
3839,"CAFE SPORTIVO,INC",6,3,3,4,2
3840,CAFE SUSHI-WELLS,25,4,21,17,8
3841,CAFE TACUBA CHICAGO,4,0,4,3,1
3842,CAFE TEAMO,5,1,4,2,3
3843,CAFE TOLA,16,4,12,8,8
3844,CAFE TOLA #4,11,5,6,8,3
3845,CAFE TOLA #5,7,4,3,6,1
3846,CAFE TOLA I,13,5,8,11,2
3847,CAFE TOLA II,15,3,12,10,5
3848,CAFE TOLA III,10,5,5,6,4
3849,CAFE TOUCHE,21,11,10,11,10
3850,CAFE TRINIDAD,12,5,7,6,6
3851,CAFE TWO07,5,1,4,3,2
3852,CAFE TYPHOON,10,7,3,6,4
3853,"CAFE UMBRIA, INC.",2,1,1,1,1
3854,CAFE UNIVERSITY-1104 S WABASH,3,2,1,2,1
3855,CAFE UNIVERSITY-623 S WABASH,2,1,1,1,1
3856,CAFE URBANO,13,3,10,8,5
3857,"CAFE UTJEHA, INC.",11,5,6,5,6
3858,CAFE VERSACE,3,0,3,3,0
3859,CAFE VERSAILLES,7,4,3,3,4
3860,CAFE VIENNA,15,7,8,9,6
3861,CAFE VIENNA  & CATERING INC,17,7,10,8,9
3862,CAFE Y NEVERIA JUAREZ,5,1,4,4,1
3863,CAFE ZIPO,7,4,3,3,4
3864,"CAFE' DESCARTES COMPANY,",10,3,7,5,5
3865,CAFECITO,66,28,38,33,33
3866,CAFECITO EXPRESS,2,0,2,0,2
3867,CAFENEO,6,2,4,4,2
3868,CAFETERIA  FRIDA,2,1,1,0,2
3869,CAFETERIA EMMANUEL,5,2,3,5,0
3870,CAFETERIA HONDURENA,2,1,1,2,0
3871,CAFETERIA MARIANAO,12,6,6,7,5
3872,CAFETERIA MARIANAO 2,6,3,3,3,3
3873,CAFETERIA Y NEVERIA FRUITLANDI,4,1,3,3,1
3874,CAFETERIA Y NEVERIA JIMENEZ,6,3,3,4,2
3875,CAFETERIA YESENIA,19,4,15,8,11
3876,CAFETIN TAINO,5,0,5,3,2
3877,CAFEZAZZO,9,3,6,3,6
3878,CAFFE  MERCATO,13,2,11,4,9
3879,"CAFFE  UMBRIA, INC.",9,2,7,5,4
3880,CAFFE & RESTAURANT YUGOSLAVIA,6,4,2,2,4
3881,CAFFE ARRIVADOLCE,11,3,8,9,2
3882,CAFFE BACI,57,22,35,22,35
3883,CAFFE BACI INC,15,6,9,6,9
3884,CAFFE BACI INC.,9,5,4,3,6
3885,CAFFE DE LUCA,6,1,5,3,3
3886,CAFFE FLORIAN INC,2,1,1,1,1
3887,CAFFE GELATO,17,9,8,9,8
3888,CAFFE ITALIA,10,4,6,5,5
3889,CAFFE ROM,28,10,18,9,19
3890,CAFFE ROMA,4,0,4,3,1
3891,CAFFE STREETS,3,2,1,0,3
3892,CAFFE STREETS INC.,10,7,3,4,6
3893,CAFFE' OLIVA,16,7,9,7,9
3894,CAFFECAFE,15,7,8,4,11
3895,CAFFEE BOCACHO,5,4,1,2,3
3896,CAI,28,13,15,16,12
3897,CAIRE'S PIZZA,5,3,2,3,2
3898,CAIRO KEBAB,10,3,7,6,4
3899,CAJUN BOIL AND BAR CHICAGO,14,5,9,7,7
3900,CAJUN CAFE & GRILL,2,2,0,0,2
3901,CAKE BROS BAKERY,7,4,3,2,5
3902,CAKE BROS. BAKERY,3,0,3,2,1
3903,CAKE CHICAGO,2,1,1,1,1
3904,CAKE GALLERY,6,1,5,4,2
3905,CAKE LADY'S HOMEMADE CAKES,2,2,0,0,2
3906,CAKE SWEEK FOOD CHICAGO - THE HOUSE CAFE,4,1,3,3,1
3907,CAKE SWEET FOOD CHICAGO,2,0,2,2,0
3908,"CAKES & BEYOND, INC.",9,3,6,5,4
3909,"CAL'S 400 LIQUORS, INC.",2,1,1,1,1
3910,CAL'S CORNER,2,1,1,0,2
3911,CAL-HARBOR RESTAURANT,15,8,7,6,9
3912,"CALABRIA IMPORTS, INC.",18,10,8,4,14
3913,CALAUGUSTA LLC,10,6,4,6,4
3914,CALDERO INCORPORATED,4,3,1,2,2
3915,CALDWELL ELEMENTARY,23,7,16,11,12
3916,CALI'S MEXICAN-AMERICAN GRILL,3,0,3,1,2
3917,CALIENTE,3,1,2,2,1
3918,CALIFORNIA FOOD & LIQUORS,3,1,2,0,3
3919,CALIFORNIA FOOD MART,8,4,4,4,4
3920,CALIFORNIA FOODS,5,1,4,5,0
3921,CALIFORNIA GARDENS NURSING & REHABILITATION CENTER,14,4,10,7,7
3922,CALIFORNIA ON 63RD,4,2,2,2,2
3923,CALIFORNIA PIZZA KITCHEN,22,6,16,12,10
3924,CALIFORNIA PIZZA KITCHEN ASAP,2,0,2,2,0
3925,CALIFORNIA SUB & FAST FOOD INC,5,2,3,3,2
3926,CALIFORNIA TERRACE SNF LLC,3,0,3,2,1
3927,CALIFORNIA TOBACCO & FOOD,2,1,1,1,1
3928,CALIFORNIA VALLEY FOOD,2,0,2,2,0
3929,CALIHAN CATERING,26,11,15,13,13
3930,CALMECA ACADEMY OF FINE ARTS AND DUAL LANGUAGE,20,9,11,7,13
3931,CALPHALON CULINARY CENTER,5,3,2,2,3
3932,CALUMET BAKERY,7,3,4,2,5
3933,CALUMET FISHERIES INC,20,9,11,8,12
3934,CALUMET FOOD & LIQUOR INC,3,1,2,2,1
3935,CALUMET HEIGHTS CENTER,5,2,3,4,1
3936,CALVIN MINI MART,2,0,2,1,1
3937,CALYPSO CAFE,2,0,2,1,1
3938,CAMALGINO'S PIZZA CO,3,1,2,1,2
3939,CAMARON VAQUERO INC.,14,5,9,4,10
3940,CAMBDEN FOODS CO.,12,7,5,0,12
3941,CAMBRIA HOTEL & SUITES,11,3,8,7,4
3942,CAMBRIDGE SCHOOL CHICAGO,4,1,3,1,3
3943,CAMELLIA ROOM,2,2,0,1,1
3944,CAMELOT EXCEL SOUTHWEST,5,1,4,1,4
3945,CAMELOT SAFE ACADEMY GARFIELD PARK,4,3,1,2,2
3946,CAMERON'S ICE CREAM & GRILL,14,4,10,8,6
3947,CAMILLE'S SIDEWALK CAFE,2,1,1,2,0
3948,CAMINITO,9,3,6,5,4
3949,CAMINO A LA SALUD,9,3,6,6,3
3950,CAMINO REAL,11,5,6,3,8
3951,CAMP AL GELANY GROCERY,6,1,5,5,1
3952,CAMPBELL'S CARIBBEAN CUISINE,16,5,11,11,5
3953,CAMPBELL'S JERK,15,4,11,9,6
3954,CAMPECH CORPORATION,5,4,1,1,4
3955,CAMPESINO RESTAURANT,8,1,7,4,4
3956,CAMPUS CENTER CAFE,15,6,9,4,11
3957,CAMPUS MARKET,13,4,9,8,5
3958,CAMRAS ELEMENTARY SCHOOL,15,8,7,4,11
3959,CAN'T BELIEVE IT'S NOT MEAT,6,1,5,1,5
3960,CANAAN LAND LEARNING CENTER,2,2,0,0,2
3961,CANAAN PIZA INC/SARPINO'S PIZZA,7,1,6,3,4
3962,CANADY ENTERPRISES CORP X,11,4,7,4,7
3963,CANADY LE CHOCOLATIER,6,2,4,3,3
3964,CANAL MARKET,3,0,3,3,0
3965,CANAL STREET EATERY & MARKET,5,4,1,0,5
3966,CANANAS,7,2,5,6,1
3967,CANDLELIGHT,18,8,10,11,7
3968,CANDY CITY & GENERAL MERCHANDISE,4,1,3,2,2
3969,CANDY CITY & MARKET,2,1,1,1,1
3970,CANDY SHOP,2,1,1,1,1
3971,CANDY'S GROCERY,5,3,2,2,3
3972,CANDYALITY,20,10,10,7,13
3973,CANDYALITY LTD.,3,1,2,1,2
3974,CANDYLAND FOR THE SWEETS DAYCARE,5,1,4,2,3
3975,CANDYLAND WAREHOUSE,4,2,2,2,2
3976,CANDYWORLD(DULCELANDIA),2,1,1,1,1
3977,CANNONS JERK,17,5,12,12,5
3978,CANS BAR AND CANTEEN,7,0,7,4,3
3979,CANT BELIEVE ITS NOT MEAT III,3,1,2,2,1
3980,CANTEEN,22,9,13,6,16
3981,CANTEEN @ COSTCO #1107 BREAKROOM,2,0,2,2,0
3982,CANTEEN FOOD,14,4,10,5,9
3983,CANTINA  LAREDO#132,21,5,16,13,8
3984,CANTINA 1910,3,1,2,1,2
3985,CANTINA ON MADISON,6,2,4,3,3
3986,CANTON EXPRESS,4,2,2,2,2
3987,CANTON NOODLE CO,2,0,2,2,0
3988,CANTON REGIO,20,7,13,12,8
3989,CANTON REGIO RESTAURANT,5,2,3,3,2
3990,CANTON STAR CHINESE RESTAURANT,17,6,11,10,7
3991,CANTONESIA RESTAURANT,6,2,4,4,2
3992,CAOBA,8,2,6,4,4
3993,CAPE COD ROOM,9,4,5,1,8
3994,CAPI'S ITALIAN KITCHEN,6,2,4,2,4
3995,CAPITAL ONE - CAFE,9,3,6,7,2
3996,CAPITAL ONE 360,2,1,1,1,1
3997,CAPITAL ONE CAFE,17,1,16,12,5
3998,CAPITOL CLUB,3,1,2,2,1
3999,CAPITOL one-cafe,4,2,2,2,2
4000,CAPO STEAKS,2,2,0,1,1
4001,CAPONIES CAFE & PIZZA,10,4,6,7,3
4002,CAPONIES EXPRESS,2,0,2,2,0
4003,CAPONIES TRATTORIA,23,10,13,10,13
4004,CAPRI CHICAGO,2,0,2,1,1
4005,CAPRI PIZZA,20,7,13,10,10
4006,CAPRIOTTI'S SANDWICH KINGS LLC,5,0,5,3,2
4007,CAPRIOTTI'S SANDWICH SHOP- LINCOLN PARK,3,1,2,2,1
4008,CAPT CURT'S BBQ SHAZZAM,21,5,16,12,9
4009,CAPT'N NEMO,18,5,13,10,8
4010,CAPT'N NEMOS,20,9,11,8,12
4011,CAPTAIN CAFE & BAKERY,12,3,9,4,8
4012,"CAPTAIN CAFE & BAKERY, INC.",2,1,1,1,1
4013,CAPTAIN FISH & CHICKEN,2,0,2,1,1
4014,CAPTAIN FISH-FISH & CHICKEN,3,1,2,2,1
4015,CAPTAIN HOOK,5,1,4,2,3
4016,CAPTAIN HOOKS,31,14,17,16,15
4017,CAPTAIN HOOKS & FIRE HOUSE,2,1,1,1,1
4018,CAPTAIN HOOKS FISH & CHICKEN,60,26,34,28,32
4019,"CAPTAIN HOOKS FISH & CHICKEN OF 87TH, INC.",5,2,3,3,2
4020,CAPTAIN HOOKS OF DAN RYAN,9,4,5,5,4
4021,CAPTAIN MORGAN CLUB,2,0,2,1,1
4022,CAPTAIN MORGAN'S,17,6,11,8,9
4023,CAPTAIN'S FISH & CHICKEN,3,1,2,2,1
4024,CAPTIN SHARKS,2,1,1,1,1
4025,"CAR ON THE  ROAD, INC.",4,2,2,2,2
4026,CARABA JJ,5,0,5,2,3
4027,CARAMEL CAFE,3,2,1,2,1
4028,CARAVAN,23,8,15,13,10
4029,CARAVANSERAI COFFEE BAR,3,1,2,2,1
4030,CARB FREE CAFE,11,6,5,5,6
4031,CARBON,35,13,22,9,26
4032,CARBON KITCHEN,3,2,1,2,1
4033,CARBON ON CHICAGO,28,11,17,14,14
4034,CARDENAS PRODUCE,3,1,2,2,1
4035,CARDINAL BERNADINE LEARNING CENTER,10,7,3,2,8
4036,CARDINAL WAREHOUSE WINES & SPIRITS,2,0,2,0,2
4037,CARDONA'S,19,9,10,9,10
4038,CARDONA'S 2,2,1,1,1,1
4039,CARDOZO'S PUB,22,8,14,11,11
4040,CARDUCCI'S,7,5,2,4,3
4041,CARE BEAR ACADEMY,9,4,5,5,4
4042,CARE-A-LOT E.L.C. II,19,13,6,2,17
4043,CARE-A-LOT INC,19,11,8,2,17
4044,CARIBBEAN AMERICAN BAKING CO,19,7,12,8,11
4045,CARIBBEAN JERK & SOUL FOOD,12,7,5,8,4
4046,CARIBBEAN JERK AND BAR-B-QUE PIT,12,8,4,6,6
4047,CARIBBEAN JERK JOINT,10,6,4,5,5
4048,CARIBBEAN JERK PALACE,7,1,6,6,1
4049,"CARIBBEAN JERK PALACE II, CORPORATION",5,0,5,4,1
4050,CARIBBEAN JERK PALACE III LLC,14,5,9,9,5
4051,CARIBBEAN SMOKE HOUSE,4,1,3,3,1
4052,CARIBBEAN SPICE,9,4,5,5,4
4053,CARIBBEAN TENT,2,0,2,1,1
4054,CARIBELLA,8,3,5,6,2
4055,CARIBOU COFFE CO. INC.,7,3,4,3,4
4056,CARIBOU COFFEE,21,9,12,8,13
4057,CARIBOU COFFEE  #1251,6,0,6,3,3
4058,CARIBOU COFFEE  #708,8,2,6,4,4
4059,CARIBOU COFFEE CO. INC.,7,3,4,3,4
4060,CARIBOU COFFEE CO.INC.,4,2,2,2,2
4061,CARIBOU COFFEE COMPANY,21,8,13,12,9
4062,CARIBOU COFFEE COMPANY #778,6,2,4,3,3
4063,CARIBOU COFFEE COMPANY INC,7,5,2,2,5
4064,CARIBOU COFFEE COMPANY INC.,8,4,4,5,3
4065,CARINO,2,0,2,0,2
4066,CARIOCAS BRAZILIAN FOOD,2,1,1,1,1
4067,"CARL & CHING ORIENTAL STORE, INC.",2,0,2,1,1
4068,CARL & CHING ORIENTAL STORE1,2,1,1,1,1
4069,CARL ' RED HOTS LLC,4,1,3,2,2
4070,CARL VON LINNE ELEMENTARY SCHOOL,18,7,11,4,14
4071,CARLITOS WAY PIZZA,5,1,4,3,2
4072,CARLOS FOOD,4,3,1,1,3
4073,CARLOS FUENTES CHARTER SCHOOL,16,9,7,3,13
4074,CARLOS H. CANTU CHILDREN AND FAMILY CENTER,14,7,7,3,11
4075,CARLS RED HOTS,15,5,10,6,9
4076,"CARLTON AT THE LAKE, INC",7,4,3,2,5
4077,CARLTON INN MIDWAY,7,1,6,5,2
4078,CARLUCCI,6,1,5,3,3
4079,"CARLYN BERGHOFF CATERING, INC.",9,1,8,4,5
4080,CARM'S,6,3,3,1,5
4081,CARMELITA'S TAQUERIA,17,10,7,5,12
4082,CARMELO'S TACO PLACE,7,2,5,6,1
4083,CARMEN NAVA,5,2,3,3,2
4084,CARMEN'S CAFE INC,3,1,2,1,2
4085,CARMENS PLACE,4,1,3,3,1
4086,CARMICHAEL'S CHICAGO STEAK HSE,8,3,5,2,6
4087,CARMINAS RESTAURANT,4,1,3,2,2
4088,CARMINE'S CLAM HOUSE INC,10,6,4,4,6
4089,CARMINES,12,5,7,6,6
4090,CARMS SNACK SHOP,13,10,3,4,9
4091,CARNECERIA IGUALA GUERRERO,7,1,6,5,2
4092,CARNICERIA & FRUTERIA LAURA,3,1,2,1,2
4093,CARNICERIA AGUACALIENTES,10,3,7,6,4
4094,CARNICERIA AGUASCALIENTES,28,9,19,14,14
4095,CARNICERIA DE GALLO,5,3,2,3,2
4096,CARNICERIA DEL RIO,2,1,1,1,1
4097,CARNICERIA DOS GALLOS,3,2,1,1,2
4098,CARNICERIA EL CASTILLO,4,0,4,2,2
4099,CARNICERIA EL PORVENIR,6,4,2,2,4
4100,CARNICERIA GERARDO'S,12,4,8,9,3
4101,CARNICERIA GUANAJUATO,59,24,35,32,27
4102,CARNICERIA GUANAJUATO #3,24,8,16,11,13
4103,CARNICERIA GUANJUATO #3,20,6,14,9,11
4104,CARNICERIA JIMENEZ #2,22,8,14,8,14
4105,CARNICERIA JIMENEZ INC,33,13,20,21,12
4106,CARNICERIA LA AZTECA,4,1,3,3,1
4107,"CARNICERIA LA BAMBA, INC",3,1,2,1,2
4108,"CARNICERIA LA CANADA, INC",5,1,4,2,3
4109,CARNICERIA LA GLORIA,30,11,19,17,13
4110,"CARNICERIA LA GLORIA NO. 2, INC.",10,5,5,5,5
4111,CARNICERIA LA HACIENDA #5,7,0,7,4,3
4112,CARNICERIA LA HACIENDA NO 2 INC,14,10,4,3,11
4113,"CARNICERIA LA HACIENDA NO. 3, INC.",10,5,5,4,6
4114,"CARNICERIA LA HACIENDA, INC.",15,11,4,2,13
4115,"CARNICERIA LA HACIENDA,NO.4 INC.",7,1,6,2,5
4116,"CARNICERIA LA MEJOR PRODUCE, INC.",16,4,12,7,9
4117,"CARNICERIA LA MEJOR, INC.",16,8,8,5,11
4118,CARNICERIA LA VILLA #2,13,6,7,6,7
4119,CARNICERIA LA VILLA NO. 2,15,8,7,11,4
4120,"CARNICERIA LEON GUANAJUATO, INC.",21,6,15,10,11
4121,CARNICERIA LOS CUATES,13,7,6,5,8
4122,CARNICERIA LOS DOS DE GUERRERO,5,0,5,3,2
4123,CARNICERIA MARIBEL INC,4,0,4,4,0
4124,CARNICERIA MAZAMITLA,4,1,3,3,1
4125,CARNICERIA RICARDO,17,4,13,10,7
4126,CARNICERIA ROMAN,3,2,1,1,2
4127,CARNICERIA RUIZ INC,16,9,7,5,11
4128,CARNICERIA SANTIAGO PAPASQUIAR,4,0,4,3,1
4129,"CARNICERIA SOL DE GUERRERO, INC.",7,3,4,3,4
4130,CARNICERIA TARANDA,2,0,2,2,0
4131,CARNICERIA Y FRUTERIA,17,8,9,11,6
4132,CARNICERIA Y FRUTERIA FAVELA,7,1,6,4,3
4133,CARNICERIA Y TAQUERIA FLORES,5,0,5,3,2
4134,CARNICERIA Y TAQUERIA GUERRERO,10,2,8,7,3
4135,CARNICERIA Y TAQUERIA TIERRA,14,7,7,8,6
4136,CARNICERIA&FRUTERIA EL MITOTE,22,7,15,12,10
4137,CARNICERIAS GUANAJUATO # 3,2,1,1,1,1
4138,CARNITAS  FRAYROS,4,3,1,2,2
4139,CARNITAS  TZARARACUA,5,2,3,2,3
4140,CARNITAS & TACOS MARAVATIO INC.,9,1,8,5,4
4141,CARNITAS DON MIGUEL,6,1,5,2,4
4142,CARNITAS DON PICHI,5,1,4,2,3
4143,CARNITAS DON RAFA INC,32,17,15,11,21
4144,"CARNITAS DON RAFA, INC.",13,7,6,5,8
4145,CARNITAS EL FILLY,2,1,1,2,0
4146,CARNITAS EL OJON ESTILO MICHOACAN,5,2,3,1,4
4147,CARNITAS EL PAISA,3,1,2,1,2
4148,CARNITAS LA ESQUINITA,16,6,10,8,8
4149,"CARNITAS MICHOACAN, INC",7,2,5,2,5
4150,CARNITAS URUAPAN,15,6,9,6,9
4151,CARNITAS VERGEL TAQUERIA,4,2,2,3,1
4152,"CARNITAS Y DELICIAS PATY'S, INC.",2,0,2,1,1
4153,CARNITAS Y SUPERMERCADO EL GIGANTE INC,17,6,11,6,11
4154,CARNITAS Y TACOS LA INT'L,13,6,7,5,8
4155,CARNIVAL GROCERY STORE,20,12,8,10,10
4156,CARNIVALE FOOD TRUCK,9,2,7,7,2
4157,CARO MIO ITALIAN RISTORANTE,34,12,22,18,16
4158,CAROL'S PUB,3,1,2,2,1
